user_id,skin_type,purchased_product,hit,category_hit
user_00000,combination,64217,False,False
user_00001,dry,64217,False,False
user_00002,oily,64217,False,False
user_00003,sensitive,64217,False,False
user_00004,oily,64217,False,False
user_00005,dry,64217,False,False
user_00006,dry,64217,False,False
user_00007,sensitive,64217,False,False
user_00008,oily,64217,False,False
user_00009,dry,64217,False,False
user_00010,dry,27541,False,False
user_00011,sensitive,27541,False,False
user_00012,oily,27541,False,False
user_00013,sensitive,27541,False,False
user_00014,oily,27541,False,False
user_00015,sensitive,27541,False,False
user_00016,dry,27541,False,False
user_00017,combination,27541,False,False
user_00018,oily,27541,False,False
user_00019,dry,27541,False,False
user_00020,dry,19777,False,False
user_00021,oily,19777,False,False
user_00022,oily,19777,False,False
user_00023,dry,19777,False,False
user_00024,dry,19777,False,False
user_00025,dry,19777,False,False
user_00026,dry,19777,False,False
user_00027,dry,19777,False,False
user_00028,dry,19777,False,False
user_00029,oily,19777,False,False
user_00030,dry,60888,False,False
user_00031,combination,60888,False,False
user_00032,sensitive,60888,False,False
user_00033,sensitive,60888,False,False
user_00034,normal,60888,False,False
user_00035,dry,60888,False,False
user_00036,combination,60888,False,False
user_00037,sensitive,60888,False,False
user_00038,sensitive,60888,False,False
user_00039,oily,60888,False,False
user_00040,combination,24772,False,False
user_00041,combination,24772,False,False
user_00042,combination,24772,False,False
user_00043,sensitive,24772,False,False
user_00044,sensitive,24772,False,False
user_00045,dry,24772,False,False
user_00046,sensitive,24772,False,False
user_00047,combination,24772,False,False
user_00048,dry,24772,False,False
user_00049,sensitive,24772,False,False
user_00050,dry,62716,False,False
user_00051,dry,62716,False,False
user_00052,oily,62716,False,False
user_00053,oily,62716,False,False
user_00054,combination,62716,False,False
user_00055,combination,62716,False,False
user_00056,sensitive,62716,False,False
user_00057,dry,62716,False,False
user_00058,dry,62716,False,False
user_00059,dry,62716,False,False
user_00060,dry,56301,False,False
user_00061,normal,56301,False,False
user_00062,sensitive,56301,False,False
user_00063,oily,56301,False,False
user_00064,combination,56301,False,False
user_00065,oily,56301,False,False
user_00066,sensitive,56301,False,False
user_00067,normal,56301,False,False
user_00068,normal,56301,False,False
user_00069,normal,56301,False,False
user_00070,dry,61477,False,False
user_00071,dry,61477,False,False
user_00072,combination,61477,False,False
user_00073,dry,61477,False,False
user_00074,combination,61477,False,False
user_00075,sensitive,61477,False,False
user_00076,dry,61477,False,False
user_00077,combination,61477,False,False
user_00078,dry,61477,False,False
user_00079,sensitive,61477,False,False
user_00080,sensitive,57014,False,False
user_00081,oily,57014,False,False
user_00082,oily,57014,False,False
user_00083,combination,57014,False,False
user_00084,oily,57014,False,False
user_00085,oily,57014,False,False
user_00086,oily,57014,False,False
user_00087,oily,57014,False,False
user_00088,oily,57014,False,False
user_00089,dry,57014,False,False
user_00090,dry,59009,False,False
user_00091,normal,59009,False,False
user_00092,combination,59009,False,False
user_00093,sensitive,59009,False,False
user_00094,dry,59009,False,False
user_00095,combination,59009,False,False
user_00096,dry,59009,False,False
user_00097,dry,59009,False,False
user_00098,dry,59009,False,False
user_00099,dry,59009,False,False
user_00100,combination,32260,False,False
user_00101,oily,32260,False,False
user_00102,combination,32260,False,False
user_00103,oily,32260,False,False
user_00104,sensitive,32260,False,False
user_00105,combination,32260,False,False
user_00106,sensitive,32260,False,False
user_00107,dry,32260,False,False
user_00108,sensitive,32260,False,False
user_00109,sensitive,32260,False,False
user_00110,combination,24196,False,False
user_00111,combination,24196,False,False
user_00112,normal,24196,False,False
user_00113,dry,24196,False,False
user_00114,combination,24196,False,False
user_00115,normal,24196,False,False
user_00116,sensitive,24196,False,False
user_00117,normal,24196,False,False
user_00118,combination,24196,False,False
user_00119,normal,24196,False,False
user_00120,sensitive,66135,False,False
user_00121,sensitive,66135,False,False
user_00122,combination,66135,False,False
user_00123,sensitive,66135,False,False
user_00124,sensitive,66135,False,False
user_00125,sensitive,66135,False,False
user_00126,dry,66135,False,False
user_00127,combination,66135,False,False
user_00128,sensitive,66135,False,False
user_00129,oily,66135,False,False
user_00130,dry,62183,False,False
user_00131,oily,62183,False,False
user_00132,dry,62183,False,False
user_00133,sensitive,62183,False,False
user_00134,dry,62183,False,False
user_00135,dry,62183,False,False
user_00136,combination,62183,False,False
user_00137,dry,62183,False,False
user_00138,combination,62183,False,False
user_00139,dry,62183,False,False
user_00140,combination,20214,False,False
user_00141,sensitive,20214,False,False
user_00142,dry,20214,False,False
user_00143,oily,20214,False,False
user_00144,dry,20214,False,False
user_00145,oily,20214,False,False
user_00146,dry,20214,False,False
user_00147,oily,20214,False,False
user_00148,normal,20214,False,False
user_00149,combination,20214,False,False
user_00150,sensitive,62898,False,False
user_00151,sensitive,62898,False,False
user_00152,oily,62898,False,False
user_00153,sensitive,62898,False,False
user_00154,sensitive,62898,False,False
user_00155,sensitive,62898,False,False
user_00156,sensitive,62898,False,False
user_00157,sensitive,62898,False,False
user_00158,sensitive,62898,False,False
user_00159,oily,62898,False,False
user_00160,sensitive,65951,False,False
user_00161,dry,65951,False,False
user_00162,dry,65951,False,False
user_00163,combination,65951,False,False
user_00164,combination,65951,False,False
user_00165,dry,65951,False,False
user_00166,oily,65951,False,False
user_00167,combination,65951,False,False
user_00168,combination,65951,False,False
user_00169,combination,65951,False,False
user_00170,oily,57565,False,False
user_00171,sensitive,57565,False,False
user_00172,sensitive,57565,False,False
user_00173,sensitive,57565,False,False
user_00174,oily,57565,False,False
user_00175,sensitive,57565,False,False
user_00176,sensitive,57565,False,False
user_00177,sensitive,57565,False,False
user_00178,sensitive,57565,False,False
user_00179,oily,57565,False,False
user_00180,oily,61923,False,False
user_00181,oily,61923,False,False
user_00182,oily,61923,False,False
user_00183,dry,61256,False,False
user_00184,dry,61256,False,False
user_00185,sensitive,61256,False,False
user_00186,oily,61256,False,False
user_00187,combination,61256,False,False
user_00188,sensitive,61256,False,False
user_00189,oily,61256,False,False
user_00190,dry,61256,False,False
user_00191,oily,61256,False,False
user_00192,combination,61256,False,False
user_00193,sensitive,57039,False,False
user_00194,oily,57039,False,False
user_00195,oily,57039,False,False
user_00196,oily,57039,False,False
user_00197,dry,57039,False,False
user_00198,oily,57039,False,False
user_00199,sensitive,57039,False,False
user_00200,dry,57039,False,False
user_00201,oily,57039,False,False
user_00202,dry,57039,False,False
user_00203,dry,64385,False,False
user_00204,dry,64385,False,False
user_00205,dry,64385,False,False
user_00206,sensitive,64385,False,False
user_00207,combination,64385,False,False
user_00208,dry,64385,False,False
user_00209,dry,64385,False,False
user_00210,sensitive,64385,False,False
user_00211,sensitive,64385,False,False
user_00212,combination,64385,False,False
user_00213,normal,51319,False,False
user_00214,oily,51319,False,False
user_00215,dry,51319,False,False
user_00216,combination,51319,False,False
user_00217,dry,51319,False,False
user_00218,combination,51319,False,False
user_00219,oily,51319,False,False
user_00220,sensitive,51319,False,False
user_00221,sensitive,51319,False,False
user_00222,dry,51319,False,False
user_00223,dry,17006,False,False
user_00224,combination,17006,False,False
user_00225,dry,17006,False,False
user_00226,combination,17006,False,False
user_00227,combination,17006,False,False
user_00228,combination,17006,False,False
user_00229,sensitive,17006,False,False
user_00230,dry,17006,False,False
user_00231,combination,17006,False,False
user_00232,combination,17006,False,False
user_00233,oily,66337,False,False
user_00234,dry,66337,False,False
user_00235,combination,66337,False,False
user_00236,combination,66337,False,False
user_00237,combination,66337,False,False
user_00238,dry,66337,False,False
user_00239,combination,66337,False,False
user_00240,combination,66337,False,False
user_00241,combination,66337,False,False
user_00242,combination,66337,False,False
user_00243,oily,66948,False,False
user_00244,combination,66948,False,False
user_00245,combination,66948,False,False
user_00246,oily,66948,False,False
user_00247,combination,66948,False,False
user_00248,oily,66948,False,False
user_00249,combination,66948,False,False
user_00250,sensitive,66948,False,False
user_00251,normal,66948,False,False
user_00252,dry,66948,False,False
user_00253,oily,62272,False,False
user_00254,oily,62272,False,False
user_00255,dry,62272,False,False
user_00256,combination,62272,False,False
user_00257,dry,62272,False,False
user_00258,combination,62272,False,False
user_00259,normal,62272,False,False
user_00260,oily,62272,False,False
user_00261,sensitive,62272,False,False
user_00262,sensitive,62272,False,False
user_00263,oily,47513,False,False
user_00264,sensitive,47513,False,False
user_00265,combination,47513,False,False
user_00266,sensitive,47513,False,False
user_00267,oily,47513,False,False
user_00268,dry,47513,False,False
user_00269,oily,47513,False,False
user_00270,oily,47513,False,False
user_00271,oily,47513,False,False
user_00272,oily,47513,False,False
user_00273,sensitive,60774,False,False
user_00274,combination,60774,False,False
user_00275,sensitive,60774,False,False
user_00276,oily,60774,False,False
user_00277,dry,60774,False,False
user_00278,combination,60774,False,False
user_00279,oily,60774,False,False
user_00280,dry,60774,False,False
user_00281,dry,60774,False,False
user_00282,oily,60774,False,False
user_00283,sensitive,61610,False,False
user_00284,sensitive,61610,False,False
user_00285,dry,61610,False,False
user_00286,sensitive,61610,False,False
user_00287,sensitive,61610,False,False
user_00288,sensitive,61610,False,False
user_00289,sensitive,61610,False,False
user_00290,dry,61610,False,False
user_00291,combination,61610,False,False
user_00292,dry,61610,False,False
user_00293,oily,61929,False,False
user_00294,oily,61929,False,False
user_00295,oily,61929,False,False
user_00296,oily,61929,False,False
user_00297,sensitive,61929,False,False
user_00298,combination,61929,False,False
user_00299,combination,61929,False,False
user_00300,combination,61929,False,False
user_00301,sensitive,61929,False,False
user_00302,combination,61424,False,False
user_00303,oily,61424,False,False
user_00304,combination,61424,False,False
user_00305,combination,61424,False,False
user_00306,sensitive,61424,False,False
user_00307,sensitive,61424,False,False
user_00308,sensitive,61424,False,False
user_00309,combination,61424,False,False
user_00310,sensitive,61424,False,False
user_00311,dry,61424,False,False
user_00312,sensitive,64321,False,False
user_00313,sensitive,64321,False,False
user_00314,oily,64321,False,False
user_00315,oily,64321,False,False
user_00316,oily,64321,False,False
user_00317,oily,64321,False,False
user_00318,oily,64321,False,False
user_00319,oily,64321,False,False
user_00320,dry,64321,False,False
user_00321,combination,64321,False,False
user_00322,dry,63101,False,False
user_00323,oily,63101,False,False
user_00324,dry,63101,False,False
user_00325,dry,63101,False,False
user_00326,combination,63101,False,False
user_00327,oily,63101,False,False
user_00328,dry,63101,False,False
user_00329,sensitive,63101,False,False
user_00330,dry,63101,False,False
user_00331,combination,63101,False,False
user_00332,dry,62995,False,False
user_00333,combination,62995,False,False
user_00334,dry,62995,False,False
user_00335,dry,62995,False,False
user_00336,combination,62995,False,False
user_00337,dry,62995,False,False
user_00338,normal,62995,False,False
user_00339,sensitive,62995,False,False
user_00340,dry,62995,False,False
user_00341,combination,62995,False,False
user_00342,combination,60459,False,False
user_00343,oily,60459,False,False
user_00344,dry,60459,False,False
user_00345,normal,60459,False,False
user_00346,combination,60459,False,False
user_00347,sensitive,60459,False,False
user_00348,dry,60459,False,False
user_00349,dry,60459,False,False
user_00350,combination,60459,False,False
user_00351,oily,60459,False,False
user_00352,oily,60389,False,False
user_00353,oily,60389,False,False
user_00354,combination,60389,False,False
user_00355,combination,60389,False,False
user_00356,combination,60389,False,False
user_00357,dry,60389,False,False
user_00358,sensitive,60389,False,False
user_00359,oily,60389,False,False
user_00360,dry,60389,False,False
user_00361,combination,60389,False,False
user_00362,combination,58782,False,False
user_00363,combination,58782,False,False
user_00364,combination,58782,False,False
user_00365,dry,58782,False,False
user_00366,combination,58782,False,False
user_00367,dry,58782,False,False
user_00368,combination,58782,False,False
user_00369,combination,58782,False,False
user_00370,sensitive,58782,False,False
user_00371,sensitive,58782,False,False
user_00372,dry,58670,False,False
user_00373,oily,58670,False,False
user_00374,combination,58670,False,False
user_00375,sensitive,58670,False,False
user_00376,dry,58670,False,False
user_00377,dry,58670,False,False
user_00378,sensitive,58670,False,False
user_00379,sensitive,58670,False,False
user_00380,dry,58670,False,False
user_00381,combination,58670,False,False
user_00382,dry,56292,False,False
user_00383,combination,56292,False,False
user_00384,dry,56292,False,False
user_00385,sensitive,56292,False,False
user_00386,dry,56292,False,False
user_00387,combination,56292,False,False
user_00388,combination,56292,False,False
user_00389,combination,56292,False,False
user_00390,normal,56292,False,False
user_00391,combination,56292,False,False
user_00392,oily,58365,False,False
user_00393,sensitive,58365,False,False
user_00394,sensitive,58365,False,False
user_00395,sensitive,58365,False,False
user_00396,oily,58365,False,False
user_00397,combination,58365,False,False
user_00398,combination,58365,False,False
user_00399,dry,58365,False,False
user_00400,sensitive,58365,False,False
user_00401,oily,58365,False,False
user_00402,sensitive,61954,False,False
user_00403,sensitive,61954,False,False
user_00404,sensitive,61954,False,False
user_00405,combination,61954,False,False
user_00406,combination,61954,False,False
user_00407,sensitive,61567,False,False
user_00408,dry,61567,False,False
user_00409,normal,61567,False,False
user_00410,dry,61567,False,False
user_00411,oily,61567,False,False
user_00412,oily,61567,False,False
user_00413,normal,61567,False,False
user_00414,dry,61567,False,False
user_00415,dry,61567,False,False
user_00416,sensitive,61567,False,False
user_00417,sensitive,62114,False,False
user_00418,dry,62114,False,False
user_00419,oily,62114,False,False
user_00420,sensitive,62114,False,False
user_00421,sensitive,62114,False,False
user_00422,sensitive,62114,False,False
user_00423,oily,62114,False,False
user_00424,oily,62114,False,False
user_00425,dry,62114,False,False
user_00426,combination,62114,False,False
user_00427,dry,64846,False,False
user_00428,combination,64846,False,False
user_00429,dry,64846,False,False
user_00430,dry,64846,False,False
user_00431,combination,64846,False,False
user_00432,sensitive,64846,False,False
user_00433,normal,64846,False,False
user_00434,combination,64846,False,False
user_00435,combination,64846,False,False
user_00436,dry,64846,False,False
user_00437,dry,60162,False,False
user_00438,oily,60162,False,False
user_00439,combination,60162,False,False
user_00440,sensitive,60162,False,False
user_00441,sensitive,60162,False,False
user_00442,oily,60162,False,False
user_00443,sensitive,60162,False,False
user_00444,dry,60162,False,False
user_00445,combination,60162,False,False
user_00446,oily,60162,False,False
user_00447,combination,67383,False,False
user_00448,oily,67383,False,False
user_00449,dry,67383,False,False
user_00450,sensitive,67383,False,False
user_00451,dry,67383,False,False
user_00452,oily,67383,False,False
user_00453,combination,67383,False,False
user_00454,dry,67383,False,False
user_00455,dry,67383,False,False
user_00456,combination,67383,False,False
user_00457,combination,57572,False,False
user_00458,dry,57572,False,False
user_00459,normal,57572,False,False
user_00460,dry,57572,False,False
user_00461,sensitive,57572,False,False
user_00462,dry,57572,False,False
user_00463,combination,57572,False,False
user_00464,dry,57572,False,False
user_00465,oily,57572,False,False
user_00466,dry,57572,False,False
user_00467,dry,63633,False,False
user_00468,dry,63633,False,False
user_00469,oily,63633,False,False
user_00470,sensitive,63633,False,False
user_00471,dry,63633,False,False
user_00472,dry,63633,False,False
user_00473,combination,63633,False,False
user_00474,oily,63633,False,False
user_00475,dry,63633,False,False
user_00476,dry,63633,False,False
user_00477,sensitive,67372,False,False
user_00478,dry,67372,False,False
user_00479,combination,67372,False,False
user_00480,sensitive,67372,False,False
user_00481,oily,67372,False,False
user_00482,combination,67372,False,False
user_00483,sensitive,67372,False,False
user_00484,combination,67372,False,False
user_00485,dry,67372,False,False
user_00486,dry,67372,False,False
user_00487,sensitive,53260,False,False
user_00488,dry,53260,False,False
user_00489,dry,53260,False,False
user_00490,dry,53260,False,False
user_00491,normal,53260,False,False
user_00492,dry,53260,False,False
user_00493,oily,53260,False,False
user_00494,dry,53260,False,False
user_00495,dry,53260,False,False
user_00496,dry,53260,False,False
user_00497,oily,59621,False,False
user_00498,oily,59621,False,False
user_00499,oily,59621,False,False
user_00500,oily,59621,False,False
user_00501,normal,59621,False,False
user_00502,normal,59621,False,False
user_00503,combination,59621,False,False
user_00504,combination,59621,False,False
user_00505,dry,59621,False,False
user_00506,oily,59621,False,False
user_00507,sensitive,64489,False,False
user_00508,sensitive,64489,False,False
user_00509,sensitive,64489,False,False
user_00510,combination,64489,False,False
user_00511,sensitive,64489,False,False
user_00512,sensitive,64489,False,False
user_00513,combination,64489,False,False
user_00514,sensitive,64489,False,False
user_00515,sensitive,64489,False,False
user_00516,combination,64489,False,False
user_00517,combination,54907,False,False
user_00518,normal,54907,False,False
user_00519,oily,54907,False,False
user_00520,oily,54907,False,False
user_00521,oily,54907,False,False
user_00522,normal,54907,False,False
user_00523,dry,54907,False,False
user_00524,combination,54907,False,False
user_00525,dry,54907,False,False
user_00526,dry,54907,False,False
user_00527,dry,60041,False,False
user_00528,oily,60041,False,False
user_00529,oily,60041,False,False
user_00530,combination,60041,False,False
user_00531,dry,60041,False,False
user_00532,oily,60041,False,False
user_00533,sensitive,60041,False,False
user_00534,combination,60041,False,False
user_00535,sensitive,60041,False,False
user_00536,sensitive,60041,False,False
user_00537,normal,67509,False,False
user_00538,sensitive,67509,False,False
user_00539,sensitive,67509,False,False
user_00540,oily,67509,False,False
user_00541,oily,67509,False,False
user_00542,sensitive,67509,False,False
user_00543,dry,67509,False,False
user_00544,dry,67509,False,False
user_00545,sensitive,67509,False,False
user_00546,sensitive,67509,False,False
user_00547,oily,61926,False,False
user_00548,combination,61926,False,False
user_00549,oily,61926,False,False
user_00550,oily,61926,False,False
user_00551,dry,61934,False,False
user_00552,combination,61934,False,False
user_00553,dry,61934,False,False
user_00554,dry,61934,False,False
user_00555,dry,61934,False,False
user_00556,oily,61934,False,False
user_00557,oily,61934,False,False
user_00558,combination,61934,False,False
user_00559,normal,61934,False,False
user_00560,combination,61934,False,False
user_00561,dry,61724,False,False
user_00562,dry,61724,False,False
user_00563,dry,61724,False,False
user_00564,dry,61724,False,False
user_00565,dry,61724,False,False
user_00566,combination,61724,False,False
user_00567,combination,61724,False,False
user_00568,combination,61724,False,False
user_00569,oily,61724,False,False
user_00570,combination,61724,False,False
user_00571,sensitive,65867,False,False
user_00572,combination,65867,False,False
user_00573,sensitive,65867,False,False
user_00574,normal,65867,False,False
user_00575,dry,65867,False,False
user_00576,oily,65867,False,False
user_00577,dry,65867,False,False
user_00578,dry,65867,False,False
user_00579,combination,65867,False,False
user_00580,dry,65867,False,False
user_00581,sensitive,64512,False,False
user_00582,combination,64512,False,False
user_00583,sensitive,64512,False,False
user_00584,combination,64512,False,False
user_00585,sensitive,64512,False,False
user_00586,dry,64512,False,False
user_00587,dry,64512,False,False
user_00588,dry,64512,False,False
user_00589,oily,64512,False,False
user_00590,sensitive,64512,False,False
user_00591,sensitive,47893,False,False
user_00592,normal,47893,False,False
user_00593,combination,47893,False,False
user_00594,dry,47893,False,False
user_00595,dry,47893,False,False
user_00596,combination,47893,False,False
user_00597,dry,47893,False,False
user_00598,dry,47893,False,False
user_00599,dry,47893,False,False
user_00600,normal,47893,False,False
user_00601,oily,44699,False,False
user_00602,dry,44699,False,False
user_00603,combination,44699,False,False
user_00604,oily,44699,False,False
user_00605,sensitive,44699,False,False
user_00606,combination,44699,False,False
user_00607,combination,44699,False,False
user_00608,dry,44699,False,False
user_00609,combination,44699,False,False
user_00610,combination,44699,False,False
user_00611,combination,67623,False,False
user_00612,combination,67623,False,False
user_00613,combination,67623,False,False
user_00614,dry,67623,False,False
user_00615,sensitive,67623,False,False
user_00616,dry,67623,False,False
user_00617,normal,67623,False,False
user_00618,normal,67623,False,False
user_00619,normal,67623,False,False
user_00620,oily,67623,False,False
user_00621,dry,66971,False,False
user_00622,combination,66971,False,False
user_00623,combination,66971,False,False
user_00624,dry,66971,False,False
user_00625,dry,66971,False,False
user_00626,dry,66971,False,False
user_00627,dry,66971,False,False
user_00628,oily,66971,False,False
user_00629,dry,66971,False,False
user_00630,dry,66971,False,False
user_00631,dry,64096,False,False
user_00632,oily,64096,False,False
user_00633,sensitive,64096,False,False
user_00634,sensitive,64096,False,False
user_00635,oily,64096,False,False
user_00636,oily,64096,False,False
user_00637,oily,64096,False,False
user_00638,dry,64096,False,False
user_00639,oily,64096,False,False
user_00640,oily,64096,False,False
user_00641,sensitive,66681,False,False
user_00642,dry,66681,False,False
user_00643,dry,66681,False,False
user_00644,dry,66681,False,False
user_00645,dry,66681,False,False
user_00646,sensitive,66681,False,False
user_00647,sensitive,66681,False,False
user_00648,oily,66681,False,False
user_00649,sensitive,66681,False,False
user_00650,sensitive,66681,False,False
user_00651,dry,67622,False,False
user_00652,sensitive,67622,False,False
user_00653,sensitive,67622,False,False
user_00654,sensitive,67622,False,False
user_00655,oily,67622,False,False
user_00656,sensitive,67622,False,False
user_00657,combination,67622,False,False
user_00658,sensitive,67622,False,False
user_00659,sensitive,67622,False,False
user_00660,dry,67622,False,False
user_00661,oily,64329,False,False
user_00662,dry,64329,False,False
user_00663,combination,64329,False,False
user_00664,combination,64329,False,False
user_00665,combination,64329,False,False
user_00666,oily,64329,False,False
user_00667,combination,64329,False,False
user_00668,dry,64329,False,False
user_00669,dry,64329,False,False
user_00670,combination,64329,False,False
user_00671,dry,18844,False,False
user_00672,sensitive,18844,False,False
user_00673,dry,18844,False,False
user_00674,combination,18844,False,False
user_00675,oily,18844,False,False
user_00676,oily,18844,False,False
user_00677,dry,18844,False,False
user_00678,dry,18844,False,False
user_00679,dry,18844,False,False
user_00680,normal,18844,False,False
user_00681,combination,59219,False,False
user_00682,dry,59219,False,False
user_00683,dry,59219,False,False
user_00684,dry,59219,False,False
user_00685,normal,59219,False,False
user_00686,dry,59219,False,False
user_00687,dry,59219,False,False
user_00688,dry,59219,False,False
user_00689,dry,59219,False,False
user_00690,dry,59219,False,False
user_00691,combination,67328,False,False
